gene_id,12-14,12-2,12-7,13-10,13-13,13-9,14-11,14-12,14-8,15-3,15-6
g28404,0,0,0,0,0,0,0,0,0,0,0
g28405,0,0,0,0,0,0,0,0,0,0,0
g28406,0,0,0,0,0,0,0,0,0,0,0
g28407,0,0,0,0,0,0,0,0,0,0,0
g28408,0,0,0,0,0,0,0,0,0,0,0
g28409,0,0,0,0,0,0,0,0,0,0,0
g28410,0,0,0,3,0,0,0,0,0,0,0
g28411,0,0,0,3,0,0,0,0,0,0,0
g28412,0,0,0,0,0,0,0,0,0,0,0
g28413,0,0,0,0,0,0,0,0,0,0,0
g28414,0,0,0,0,0,0,0,0,0,0,0
g28415,0,0,0,0,0,0,0,0,0,0,0
g28416,0,0,0,0,0,0,0,0,0,0,0
g28417,0,0,0,0,0,0,0,0,0,0,0
g28418,0,0,0,0,0,0,0,0,0,0,0
g28419,0,0,0,0,0,0,0,0,0,0,0
g28420,0,0,0,0,0,0,0,0,0,0,0
g28421,0,0,0,0,0,0,0,0,0,0,0
g28423,0,0,0,0,0,0,0,0,0,0,0
g28424,0,0,0,0,0,0,0,0,0,0,0
g28425,0,0,0,0,0,0,0,0,0,0,0
g28426,0,0,0,0,0,0,3,3,0,0,0
g28428,0,0,0,0,0,0,0,0,0,0,0
g28429,0,0,0,0,0,3,0,0,0,0,0
g28435,0,0,0,0,0,0,0,0,0,0,0
g28440,0,0,0,0,0,0,0,0,0,0,0
g28441,0,0,0,0,0,0,2,0,0,0,2
g28449,0,0,0,0,0,0,0,0,0,0,0
g28453,0,0,0,0,0,0,0,0,0,0,0
g28456,0,0,0,0,0,0,0,0,0,0,0
g28457,0,0,2,0,0,0,0,0,0,0,0
g28458,0,0,0,0,0,0,0,0,0,3,0
g28459,0,0,0,6,0,3,12,0,0,13,6
g28460,0,0,0,5,6,0,0,0,0,0,0
g28462,0,0,0,0,0,0,0,0,0,0,0
g28464,0,0,0,0,0,0,0,0,0,0,0
g28465,0,0,0,0,0,0,0,0,0,0,0
g28466,0,0,0,0,0,0,0,0,0,0,0
g28468,0,0,0,0,0,0,0,0,1,0,0
g28469,0,0,0,0,0,0,0,0,0,0,0
g28470,0,0,0,0,0,0,0,0,0,0,0
g28474,0,0,0,0,0,0,0,0,0,0,0
g28475,0,2,9,5,0,0,4,3,14,0,3
g28476,0,0,0,0,0,0,0,0,0,0,0
g28482,0,0,0,0,0,0,0,0,0,0,0
g28494,0,0,0,0,0,0,0,0,0,0,0
g28502,0,0,0,0,0,0,0,0,0,0,0
g28503,0,0,0,0,0,0,0,0,0,0,0
g28504,0,0,0,0,0,0,0,0,0,0,0
g28511,0,0,0,0,0,2,0,0,0,0,0
g28513,0,0,0,0,0,0,0,0,0,0,0
g28514,0,0,0,0,0,0,0,0,0,0,0
g28516,0,0,0,0,0,0,0,0,0,0,0
g28518,0,0,0,0,0,0,0,0,0,0,0
g28521,0,0,0,0,0,0,0,0,0,0,0
g28522,0,0,0,0,0,0,0,0,0,0,0
g28523,0,0,0,0,0,0,0,0,0,0,0
g28524,0,0,0,0,0,0,0,0,0,0,0
g28525,0,0,0,0,0,0,0,0,0,0,0
g28526,0,0,0,0,0,0,0,0,0,0,0
g28527,0,0,0,0,0,0,0,0,0,0,0
g28528,0,0,0,0,0,0,0,0,0,0,0
g28529,0,0,0,0,0,0,0,0,0,0,0
g28530,0,0,0,0,0,0,0,0,0,0,0
g28531,0,0,0,0,0,0,0,0,0,0,0
g28532,0,0,0,0,0,0,0,0,0,0,0
g28533,0,0,0,0,0,1,1,0,0,0,2
g28534,0,0,0,0,0,0,0,0,0,0,0
g28535,0,0,0,0,0,0,0,0,0,0,0
g28537,0,0,0,0,0,0,0,0,0,0,0
g28538,0,0,0,0,0,0,0,0,0,0,0
g28540,0,0,0,0,0,0,0,0,0,0,0
g28541,0,0,0,0,0,0,1,0,0,0,1
g28542,0,0,0,0,0,0,0,0,0,0,0
g28543,0,0,0,0,0,0,0,0,0,0,0
g28545,0,0,0,0,0,0,0,0,0,0,0
g28546,0,0,0,0,0,0,0,0,0,0,0
g28547,0,0,0,0,0,0,0,0,0,0,0
g28548,0,0,0,0,0,0,0,0,0,0,0
g28549,0,0,0,0,0,0,0,0,0,0,0
g28550,0,0,0,0,0,0,0,0,0,0,0
g28551,0,0,0,0,0,0,0,0,0,0,0
g28552,0,0,0,0,0,0,0,0,0,0,0
g28553,0,0,0,0,0,0,0,0,0,0,0
g28555,0,0,0,0,0,0,0,0,0,0,0
g28556,0,0,0,0,0,0,0,0,0,0,0
g28578,0,0,0,0,0,0,0,0,0,0,0
g28582,0,0,0,0,0,0,0,0,0,0,0
g28585,0,0,0,0,0,0,0,0,0,0,0
g28595,0,0,0,0,0,0,0,0,0,0,1
g28598,0,0,0,0,0,0,0,0,0,0,0
g28615,0,0,0,0,0,0,0,0,0,0,0
g28616,0,0,0,0,0,0,0,0,0,0,0
g28623,0,0,0,0,0,0,0,0,0,0,0
g28624,0,0,0,0,0,0,0,0,0,0,0
g28626,0,0,0,0,19,17,10,0,16,20,43
g28640,0,0,1,0,1,0,1,0,1,1,1
g28642,0,0,0,0,0,0,2,0,0,0,0
g28645,0,0,0,0,0,0,0,0,0,0,0
g28646,0,0,0,0,0,0,0,0,0,0,0
g28647,0,0,0,0,0,0,0,0,0,0,0
g28649,0,0,0,0,0,0,0,0,0,0,0
g28655,0,0,0,1,0,0,2,2,2,0,3
g28664,0,2,7,0,7,6,11,7,3,1,9
g28666,0,0,0,0,0,0,0,0,0,0,0
g28677,0,0,0,0,0,0,0,0,0,0,0
g28681,0,0,0,0,0,0,0,0,0,0,0
g28682,0,4,6,4,6,9,4,3,3,0,0
g28689,0,0,0,0,0,0,0,0,0,0,0
g28715,0,0,0,0,0,0,0,0,0,0,0
g28727,0,0,0,0,0,0,0,0,0,0,0
g28733,0,0,0,0,0,0,0,0,0,0,0
g28734,0,0,0,0,0,0,0,0,0,0,2
g28735,0,0,0,0,0,0,0,0,0,0,0
g28736,0,0,0,0,0,0,0,0,0,0,0
g28737,0,0,0,0,0,0,0,0,0,0,0
g28738,0,0,0,0,0,0,0,0,0,0,0
g28739,0,0,0,0,0,0,0,0,0,0,0
g28740,0,0,7,0,0,0,0,0,0,5,0
g28741,0,0,0,0,0,0,0,0,0,0,0
g28742,0,0,0,0,0,0,0,0,0,0,0
g28743,0,0,0,0,0,0,0,0,0,0,0
g28744,0,0,0,0,0,0,0,0,0,0,0
g28745,0,0,0,0,0,2,0,0,0,0,0
g28746,0,0,0,0,0,1,0,0,0,0,4
g28748,0,0,0,0,0,0,0,0,0,0,0
g28771,0,0,0,0,0,0,0,0,0,0,0
g28772,0,0,0,0,0,0,0,0,0,0,0
g28773,0,0,0,0,0,0,0,0,0,0,1
g28774,0,0,0,0,0,0,0,0,0,0,0
g28777,0,0,0,0,0,0,0,0,0,0,0
g28778,0,0,0,0,0,0,0,0,0,0,0
g28779,0,0,1,0,0,0,0,0,2,0,0
g28780,0,0,0,0,0,0,0,0,0,0,0
g28781,0,0,0,0,0,0,0,0,0,0,0
g28782,0,0,0,0,0,0,0,0,0,0,0
g28783,0,2,2,2,2,0,8,2,2,0,2
g28784,0,0,0,0,0,0,0,0,0,0,0
g28785,0,0,0,0,0,0,0,0,0,0,0
g28786,0,0,0,0,0,0,0,0,0,0,0
g28787,0,0,0,0,0,0,0,0,0,0,0
g28788,0,0,0,0,0,0,0,0,0,0,0
g28789,0,0,0,0,0,0,0,0,0,0,2
g28790,0,0,0,0,0,0,0,0,0,2,0
g28791,0,0,3,0,0,0,0,0,0,0,0
g28792,0,0,0,0,0,0,0,0,0,0,0
g28793,0,0,0,0,0,0,0,0,0,0,0
g28794,0,0,0,0,0,0,0,0,0,0,0
g28795,0,0,0,0,0,0,0,0,0,0,0
g28797,0,1,0,0,0,0,0,0,0,0,2
g28798,0,2,0,0,0,0,1,0,1,0,2
g28801,0,0,0,0,0,0,0,0,0,0,0
g28802,0,0,0,1,0,1,0,0,0,0,0
g28804,0,0,0,0,0,0,0,0,0,0,0
g28805,0,0,0,0,0,0,0,0,0,0,0
g28806,0,0,0,0,0,0,0,0,0,0,0
g28809,0,0,0,0,0,0,0,0,0,0,0
g28810,0,0,0,0,0,0,0,0,0,0,0
g28811,0,0,0,0,0,0,0,0,0,0,0
g28812,0,0,0,0,0,0,0,0,0,0,0
g28813,0,0,0,0,0,0,0,0,0,0,0
g28816,0,0,0,0,0,0,0,0,0,0,0
g28819,0,0,0,0,0,0,0,0,0,0,0
g28823,0,0,0,0,0,0,0,0,0,0,0
g28824,0,0,0,0,0,0,0,0,0,0,0
g28827,0,0,0,0,0,0,0,0,0,0,0
g28833,0,0,0,0,0,0,0,0,0,0,0
g28834,0,0,0,0,0,0,0,0,0,0,0
g28835,0,0,0,0,0,0,0,0,0,0,0
g28836,0,0,0,0,0,0,0,0,0,0,0
g28837,0,0,0,0,0,0,0,0,0,0,0
g28839,0,0,0,0,0,0,0,0,0,0,0
g28841,0,0,0,0,0,0,0,0,0,0,0
g28842,0,0,0,0,0,0,0,0,0,0,0
g28843,0,0,0,0,0,0,0,0,0,0,0
g28844,0,0,0,0,0,0,0,0,0,0,0
g28845,0,0,0,0,0,0,0,0,0,0,0
g28846,0,0,0,0,0,0,0,0,0,0,0
g28847,0,0,0,0,0,0,0,0,0,0,0
g28848,0,0,0,2,0,0,0,0,0,0,1
g28851,0,0,0,0,0,0,0,0,0,0,0
g28852,0,0,0,0,0,0,0,0,0,0,0
g28854,0,0,0,0,0,0,0,0,0,0,0
g28857,0,3,0,0,0,0,0,0,0,0,0
g28858,0,0,0,0,0,0,0,0,0,0,0
g28860,0,0,0,0,2,3,0,0,0,0,2
g28861,0,0,0,0,0,0,0,0,0,0,0
g28863,0,0,0,0,5,0,8,3,0,0,10
g28866,0,0,0,0,0,0,0,0,0,0,0
g28867,0,0,0,0,0,0,0,0,0,0,0
g28868,0,0,0,0,0,0,0,0,0,0,0
g28869,0,0,0,0,0,0,0,0,0,0,0
g28870,0,0,0,0,0,0,0,0,0,0,0
g28871,0,0,0,0,2,0,1,0,0,0,0
g28872,0,0,0,0,10,0,0,0,0,0,5
g28876,0,0,0,0,0,0,0,0,0,0,0
g28879,0,0,0,0,0,0,0,0,0,0,0
g28880,0,0,0,0,0,2,2,0,0,0,0
g28882,0,0,0,0,0,0,0,0,0,0,0
g28883,0,0,0,0,0,0,0,0,0,0,0
g28902,0,0,0,0,0,0,0,0,0,0,0
g28903,0,0,0,0,0,0,0,0,0,0,0
g28904,0,0,0,0,0,0,0,0,0,0,0
g28906,0,0,0,0,0,0,0,0,0,0,0
g28908,0,0,0,0,0,0,0,0,0,0,0
g28910,0,0,0,0,0,0,0,0,0,0,0
g28921,0,0,0,0,0,0,0,0,0,0,0
g28922,0,0,0,0,0,0,0,0,0,0,0
g28923,0,0,0,0,0,0,0,0,0,0,0
g28924,0,0,0,0,0,0,0,0,0,0,0
g28925,0,0,0,0,0,0,0,0,0,0,0
g28926,0,0,0,0,0,0,0,0,0,0,0
g28931,0,0,0,0,0,0,0,0,0,0,0
g28932,0,0,0,0,0,0,0,0,0,0,0
g28933,0,0,0,0,0,0,0,0,0,0,0
g28936,0,0,0,0,0,0,0,0,0,0,0
g28938,0,0,0,0,0,0,0,0,0,0,0
g28939,0,0,0,0,0,0,0,0,0,0,0
g28940,0,0,0,0,0,0,0,0,0,0,0
g28941,0,0,0,0,0,0,0,0,0,0,0
g28942,0,0,0,0,0,0,0,0,0,0,0
g28944,0,0,0,0,0,0,0,0,0,0,0
g28945,0,0,0,0,0,0,0,0,0,0,0
g28947,0,0,0,0,0,0,0,0,0,0,0
g28949,0,0,0,1,1,1,1,0,0,0,0
g28950,0,0,0,0,0,0,0,0,0,0,0
g28952,0,0,0,0,0,0,0,0,0,0,0
g28953,0,0,0,0,0,0,0,0,0,0,0
g28954,0,0,0,0,0,0,0,0,0,0,0
g28955,0,0,0,0,0,0,0,0,0,0,0
g28956,0,0,0,0,0,0,0,0,1,1,1
g28957,0,0,0,0,0,0,0,0,0,0,0
g28961,0,0,0,0,0,0,0,0,0,0,0
g28962,0,0,0,0,0,0,0,0,0,0,0
g28963,0,0,0,0,0,0,0,0,0,0,0
g28966,0,0,0,0,0,0,0,0,0,0,0
g28967,0,0,0,0,0,0,0,0,0,0,0
g28968,0,0,0,0,0,0,0,0,0,0,0
g28969,0,0,0,0,0,0,0,0,0,0,0
g28970,0,1,0,0,0,0,2,2,0,0,0
g28971,0,0,0,0,0,0,0,0,0,0,0
g28972,0,0,0,0,0,2,2,0,0,0,0
g28973,0,2,0,0,0,0,0,0,0,0,0
g28974,0,0,0,0,0,0,0,0,0,0,0
g28975,0,0,0,0,0,0,0,0,0,0,0
g28976,0,0,0,0,0,0,0,0,0,0,0
g28979,0,0,0,0,1,1,1,0,0,0,0
g28993,0,0,0,0,0,0,0,0,0,0,0
g28994,0,0,0,0,0,0,0,0,0,0,0
g29003,0,0,0,0,0,0,0,0,0,0,0
g29004,0,0,0,0,0,0,0,0,0,0,0
g29005,0,0,0,0,0,0,0,0,0,0,0
g29008,0,0,0,0,0,0,0,0,0,0,0
g29011,0,0,0,0,0,0,0,0,0,0,0
g29012,0,0,0,0,0,0,0,0,0,0,0
g29014,0,0,0,0,0,0,0,1,0,0,0
g29017,0,0,0,0,0,0,0,0,0,0,3
g29018,0,0,0,0,0,0,0,0,0,0,0
g29029,0,0,0,0,0,0,0,0,0,0,0
g29030,0,0,0,0,0,0,0,0,0,0,0
g29031,0,0,0,0,0,0,11,0,71,17,0
g29032,0,0,0,0,0,0,0,0,0,0,0
g29033,0,0,10,0,7,0,10,0,0,0,0
g29038,0,0,0,0,0,0,0,0,0,0,0
g29043,0,0,0,0,0,0,0,0,0,0,0
g29049,0,0,0,0,0,0,0,0,0,0,0
g29050,0,0,0,0,0,0,0,0,0,0,0
g29052,0,0,0,0,0,0,0,3,0,0,3
g29053,0,0,0,0,0,0,0,0,0,0,0
g29054,0,0,0,0,0,0,0,0,0,0,0
g29058,0,0,0,0,0,0,0,0,0,0,0
g29059,0,8,4,7,8,8,4,5,6,6,0
g29060,0,0,0,0,0,0,0,0,0,0,0
g29062,0,0,0,0,0,0,0,0,0,0,0
g29063,0,0,0,0,0,0,0,0,0,0,0
g29064,0,6,32,6,14,6,20,11,6,7,10
g29070,0,0,0,0,0,0,0,0,0,0,0
g29071,0,0,0,0,0,0,0,0,0,0,0
g29072,0,2,0,0,0,0,3,0,3,2,4
g29079,0,0,0,0,0,0,0,0,0,0,0
g29083,0,0,0,0,0,0,0,0,0,0,0
g29084,0,0,0,0,0,0,0,0,0,0,0
g29085,0,0,0,0,0,0,0,0,0,0,0
g29086,0,0,0,0,0,0,0,0,0,0,0
g29087,0,0,0,0,0,0,0,0,0,0,0
g29088,0,8,0,4,0,0,0,0,0,0,7
g29089,0,0,0,0,0,0,0,0,0,0,0
g29090,0,0,0,0,0,0,0,0,0,0,0
g29091,0,0,0,0,0,0,0,0,0,0,0
g29092,0,0,0,0,0,0,0,0,0,0,0
g29093,0,0,0,0,0,0,0,0,0,0,0
g29094,0,0,0,0,0,0,0,0,0,0,0
g29095,0,0,0,0,0,1,0,0,1,0,0
g29096,0,0,0,0,0,0,0,0,0,0,0
g29097,0,0,0,0,0,0,0,0,0,0,0
g29098,0,0,0,0,0,0,0,0,0,0,0
g29099,0,0,0,0,0,0,0,0,0,0,0
g29100,0,0,0,0,0,0,0,0,0,0,0
g29103,0,0,0,0,0,0,0,0,0,0,0
g29108,0,0,0,6,4,0,0,0,0,3,0
g29112,0,0,0,0,0,0,0,0,0,0,0
g29113,0,0,0,0,0,0,0,0,0,0,0
g29114,0,0,0,0,0,0,0,0,0,0,0
g29115,0,0,0,0,0,0,0,0,0,0,0
g29116,0,0,0,0,0,0,0,0,0,0,0
g29119,0,0,0,0,0,0,0,0,0,0,0
g29120,0,0,0,0,0,0,0,0,0,0,0
g29136,0,0,0,0,0,2,0,0,2,3,8
g29137,0,0,0,0,0,0,0,0,0,0,0
g29138,0,0,0,0,0,0,0,0,0,0,0
g29139,0,0,0,0,0,0,0,0,0,0,0
g29149,0,0,0,0,0,0,0,0,0,0,0
g29150,0,0,0,0,0,0,0,0,0,0,0
g29151,0,0,0,0,0,0,0,0,0,0,0
g29152,0,0,0,0,0,0,0,0,0,0,0
g29153,0,0,0,0,0,0,0,0,0,0,0
g29162,0,0,0,0,0,0,0,0,0,0,0
g29167,0,0,0,0,0,0,0,0,0,0,0
g29168,0,0,0,0,0,0,0,0,0,0,0
g29173,0,0,0,0,2,0,2,0,0,0,5
g29174,0,0,0,2,2,3,0,0,0,0,0
g29175,0,0,0,0,2,1,2,0,0,0,4
g29181,0,0,0,0,0,0,0,3,0,2,0
g29183,0,0,0,0,0,0,0,0,0,0,0
g29185,0,0,0,0,0,0,0,0,0,0,0
g29188,0,0,0,0,0,0,0,0,0,2,0
g29200,0,0,0,0,2,4,0,0,0,0,0
g29202,0,0,0,0,0,0,0,0,0,0,0
g29203,0,0,0,0,0,0,0,0,0,0,0
g29209,0,0,0,0,0,0,0,0,0,0,0
g29217,0,0,0,0,0,0,0,0,0,0,0
g29220,0,0,0,0,0,0,0,0,0,0,0
g29230,0,0,0,0,0,0,0,0,0,0,0
g29231,0,0,1,0,1,0,1,0,0,0,0
g29233,0,0,0,0,0,0,0,0,0,0,0
g29236,0,0,0,0,0,0,0,0,0,0,0
g29237,0,0,0,0,0,0,0,0,0,0,0
g29238,0,0,0,0,0,0,0,0,0,0,0
g29239,0,0,0,0,0,0,0,0,0,0,0
g29240,0,0,0,0,0,0,0,0,0,0,0
g29243,0,0,0,0,0,0,0,0,0,0,0
g29244,0,0,0,0,0,0,0,0,0,0,0
g29260,0,0,0,0,0,0,1,0,0,0,0
g29261,0,1,0,0,0,0,3,0,0,3,3
g29265,0,0,0,0,3,0,6,0,4,0,0
g29266,0,0,0,0,0,0,0,0,0,0,0
g29268,0,0,0,0,0,1,1,0,0,0,0
g29269,0,0,0,0,0,0,0,0,0,0,0
g29270,0,0,0,0,0,0,0,0,0,0,0
g29272,0,0,0,0,0,0,0,0,0,0,0
g29274,0,0,0,0,0,0,0,0,0,0,0
g29279,0,0,0,0,0,0,0,0,0,0,0
g29287,0,0,0,0,4,0,0,0,0,0,0
g29293,0,0,0,0,0,0,0,2,0,4,0
g29294,0,3,6,9,2,0,12,4,2,3,2
g29299,0,0,0,0,0,0,0,0,0,0,0
g29314,0,0,0,0,0,0,0,0,0,0,0
g29364,0,0,0,0,0,0,0,0,0,0,0
g29367,0,0,0,0,0,0,0,0,0,0,0
g29368,0,0,0,0,0,0,0,0,0,0,0
g29369,0,0,0,0,0,0,0,0,0,0,0
g29370,0,0,0,0,0,0,0,0,0,0,0
g29371,0,0,0,0,0,0,0,0,0,0,0
g29372,0,0,0,0,0,0,0,0,0,0,0
g29373,0,0,0,0,0,0,0,0,0,0,0
g29374,0,0,0,0,0,0,0,0,0,0,0
g29375,0,0,0,0,0,0,0,0,0,0,0
g29376,0,0,0,0,0,0,0,0,0,0,0
g29377,0,0,0,0,0,0,0,0,0,0,0
g29378,0,0,0,0,0,0,0,0,0,0,0
g29379,0,0,0,0,0,0,0,0,0,0,0
g29380,0,0,0,0,0,0,0,0,0,0,0
g29381,0,0,0,0,0,0,0,0,0,0,0
g29382,0,0,0,0,0,0,0,0,0,0,0
g29383,0,0,0,0,0,0,0,0,0,0,0
g29384,0,0,0,0,0,0,0,0,0,0,0
g29385,0,0,0,0,0,0,0,0,0,0,0
g29386,0,0,0,0,0,0,0,0,0,0,0
g29387,0,0,0,0,0,0,0,0,0,0,0
g29388,0,0,0,0,0,0,0,0,0,0,0
g29389,0,0,0,0,0,0,0,0,0,0,0
g29390,0,0,0,0,0,0,0,0,0,0,0
g29391,0,0,0,0,0,0,0,0,0,0,0
g29392,0,0,0,0,0,0,1,0,0,2,0
g29393,0,0,0,0,0,0,0,0,0,0,0
g29394,0,0,0,0,0,0,0,0,0,0,0
g29395,0,0,0,0,0,0,0,0,0,0,0
g29396,0,0,0,0,0,0,0,0,0,0,0
g29401,0,0,0,0,0,0,0,0,0,0,0
g29407,0,0,0,0,1,0,0,0,2,0,0
g29408,0,0,0,0,0,0,0,0,0,0,0
g29409,0,0,0,0,0,0,0,0,0,0,0
g29411,0,0,0,0,0,0,0,0,0,0,0
g29412,0,0,0,3,4,4,2,0,0,0,0
g29415,0,0,0,0,0,0,0,0,0,0,0
g29416,0,0,0,0,0,0,6,0,0,0,5
g29417,0,0,0,0,0,0,0,0,0,0,0
g29418,0,0,0,0,0,0,0,0,0,0,0
g29419,0,0,0,0,0,0,0,0,0,0,0
g29420,0,0,0,0,0,0,0,0,0,0,0
g29422,0,0,0,0,0,0,0,0,0,0,0
g29423,0,0,0,0,0,0,0,0,0,0,0
g29424,0,0,0,0,0,0,0,0,0,0,0
g29435,0,0,0,0,0,0,0,0,0,0,0
g29436,0,0,0,0,0,0,0,0,0,0,0
g29437,0,0,0,0,0,0,0,0,0,0,0
g29439,0,0,0,0,0,0,0,0,0,0,0
g29440,0,1,1,0,1,2,4,1,2,1,2
g29442,0,0,0,0,0,0,0,0,0,0,0
g29443,0,0,0,0,0,0,0,0,0,0,0
g29444,0,0,0,0,0,0,0,0,0,0,0
g29445,0,0,0,0,0,0,0,0,0,0,0
g29446,0,0,1,0,0,0,0,0,0,0,0
g29447,0,0,0,0,0,0,0,0,0,0,0
g29476,0,0,0,0,0,0,1,0,0,0,0
g29489,0,0,0,0,0,0,4,0,0,0,0
g29490,0,5,0,0,7,0,5,0,3,0,0
g29491,0,0,0,0,0,0,0,0,0,0,0
g29493,0,0,0,0,0,0,0,0,0,0,0
g29517,0,0,0,0,0,0,0,0,0,0,0
g29518,0,0,0,0,0,0,0,0,0,0,0
g29522,0,0,0,0,0,0,0,0,0,0,0
g29533,0,0,0,0,0,0,0,0,0,0,0
g29537,0,0,1,0,0,0,0,0,0,1,0
g29539,0,0,0,0,0,0,0,0,0,0,0
g29545,0,0,0,0,0,0,0,0,0,0,0
g29556,0,0,0,0,0,0,0,0,0,0,0
g29575,0,0,0,0,0,0,0,0,0,0,0
g29591,0,0,0,0,0,0,0,0,0,0,0
g29594,0,0,0,0,0,0,0,0,0,0,0
g29630,0,0,0,0,0,0,0,0,0,0,0
g29632,0,0,0,0,0,0,0,0,0,0,0
g29633,0,0,0,0,0,0,0,0,0,0,0
g29634,0,0,0,0,0,0,0,0,0,0,0
g29636,0,0,0,0,0,0,0,0,0,0,0
g29637,0,0,0,0,0,0,0,0,0,0,0
g29638,0,0,0,0,0,0,1,0,0,0,0
g29639,0,0,0,0,0,0,0,0,0,0,0
g29640,0,0,0,0,0,0,0,0,0,0,0
g29643,0,0,0,0,0,0,0,0,0,0,0
g29644,0,0,0,0,1,0,1,0,0,1,0
g29645,0,0,0,0,0,0,0,0,0,0,0
g29646,0,0,0,0,0,0,0,0,0,0,0
g29653,0,0,0,0,0,0,0,0,0,0,0
g29670,0,0,0,0,0,0,0,0,0,0,0
g29671,0,0,0,0,0,0,0,0,0,0,0
g29672,0,0,0,0,0,0,0,0,0,0,0
g29673,0,0,0,0,0,0,0,0,0,0,0
g29693,0,0,0,0,0,0,0,0,0,0,0
g29701,0,1,1,1,1,1,1,0,0,1,0
g29715,0,0,0,0,0,0,0,0,0,0,0
g29719,0,0,0,0,0,0,0,3,0,0,0
g29734,0,0,0,0,0,0,0,0,0,0,0
g29739,0,0,0,0,0,0,0,0,0,0,0
g29743,0,0,0,0,0,0,0,0,0,0,0
g29744,0,0,0,0,0,0,0,0,0,0,0
g29745,0,0,0,0,0,0,0,0,0,0,0
g29746,0,0,0,0,0,0,0,0,0,0,0
g29747,0,0,0,0,0,0,0,0,0,0,0
g29748,0,0,1,0,0,0,2,0,0,0,0
g29749,0,0,0,0,0,0,1,0,0,0,0
g29750,0,0,0,0,0,0,0,0,0,2,0
g29757,0,0,0,0,0,0,0,0,0,0,0
g29758,0,0,0,0,0,0,0,0,0,0,0
g29759,0,0,0,0,0,0,0,0,0,0,0
g29761,0,0,0,0,0,0,0,0,0,0,0
g29762,0,0,0,0,0,0,0,0,0,0,0
g29767,0,0,0,0,0,0,0,0,0,0,0
g29775,0,0,0,0,0,0,0,0,0,0,0
g29783,0,0,0,0,0,0,0,0,0,0,0
g29785,0,0,0,0,0,0,0,0,0,0,0
g29789,0,0,0,0,1,0,0,0,0,0,0
g29791,0,0,0,0,0,0,0,0,0,0,0
g29792,0,0,0,0,0,0,0,0,0,0,0
g29793,0,0,0,0,0,0,1,0,0,0,0
g29794,0,0,0,0,0,0,0,0,0,0,0
g29801,0,0,0,0,0,0,0,0,0,0,0
g29802,0,0,0,0,0,0,0,0,0,0,0
g29803,0,0,0,0,0,0,0,0,0,0,0
g29807,0,0,0,0,0,0,0,0,0,0,0
g29810,0,0,0,0,0,0,0,0,0,0,0
g29811,0,0,0,0,0,0,0,0,0,0,0
g29813,0,0,0,0,0,0,0,0,0,0,0
g29814,0,0,0,0,0,0,0,0,0,0,0
g29815,0,0,0,0,0,0,0,0,0,0,0
g29816,0,0,0,0,0,0,0,0,0,0,0
g29818,0,0,0,0,0,0,0,0,0,0,0
g29819,0,0,0,0,0,0,0,0,0,0,0
g29820,0,0,0,0,0,0,0,0,0,0,0
g29822,0,0,0,0,0,0,0,0,0,0,0
g29823,0,0,0,0,0,0,0,0,0,0,0
g29824,0,0,0,0,0,0,0,0,0,0,0
g29825,0,0,0,0,0,0,0,0,0,0,0
g29827,0,0,0,0,0,0,0,0,0,0,0
g29828,0,0,0,0,0,0,0,0,0,0,0
g29829,0,0,0,0,0,0,0,0,0,0,0
g29830,0,0,0,0,0,0,0,0,0,0,0
g29832,0,0,0,0,0,0,0,0,0,0,0
g29835,0,0,0,0,0,0,0,0,0,0,0
g29836,0,0,4,0,0,5,0,0,6,7,0
g29838,0,0,0,0,0,0,0,0,0,0,0
g29839,0,0,0,0,0,0,0,0,0,0,0
g29840,0,0,0,0,0,0,0,0,0,0,0
g29842,0,0,4,0,0,0,0,0,0,0,3
g29843,0,0,0,0,0,0,1,0,1,0,0
g29850,0,0,0,0,0,0,0,0,0,0,0
g29851,0,0,0,0,0,0,0,0,0,1,0
g29853,0,0,0,0,0,0,0,0,0,0,0
g29854,0,0,0,2,0,0,3,0,0,0,0
g29861,0,0,0,0,0,0,0,0,0,0,0
g29867,0,0,0,0,0,0,0,0,0,0,0
g29879,0,5,1,1,2,0,2,0,0,2,2
g29882,0,0,0,0,0,0,0,0,0,0,0
g29887,0,0,0,0,0,0,0,0,0,0,0
g29891,0,0,0,0,0,0,0,0,0,0,0
g29892,0,0,0,0,0,0,0,0,0,0,0
g29893,0,0,0,0,0,0,0,0,0,0,0
g29894,0,0,0,0,0,0,0,0,0,0,0
g29907,0,0,0,0,0,0,1,0,0,0,0
g29914,0,0,0,0,0,0,0,0,0,0,0
g29916,0,0,0,0,0,0,0,0,0,0,0
g29917,0,0,0,0,0,0,0,0,0,0,0
g29918,0,9,0,0,0,0,4,0,0,2,9
g29924,0,0,0,0,0,0,0,0,0,0,0
g29926,0,0,0,0,0,0,0,0,1,0,0
g29927,0,0,0,0,0,0,0,0,0,2,0
g29928,0,0,0,0,0,0,0,0,0,0,0
g29929,0,0,0,0,0,0,0,0,0,0,0
g29930,0,0,0,0,0,0,0,0,0,0,5
g29932,0,0,0,0,1,0,0,0,0,0,0
g29936,0,0,0,0,0,0,0,0,0,0,0
g29938,0,0,0,0,0,0,0,0,0,0,0
g29939,0,0,0,0,0,0,0,0,0,0,0
g29950,0,0,0,0,0,0,0,0,2,0,0
g29956,0,5,6,9,2,3,0,0,10,5,0
g29959,0,0,8,3,0,0,0,0,0,0,0
