gene_id,12-14,12-2,12-7,13-10,13-13,13-9,14-11,14-12,14-8,15-3,15-6
g44021,52,36,48,34,47,47,58,48,39,38,75
g44022,281,219,243,190,325,297,354,188,210,293,362
g44023,85,62,89,75,115,80,123,54,50,118,133
g44025,49,43,70,29,74,30,71,24,17,47,75
g44029,11,7,9,4,22,25,40,19,8,18,19
g44030,9,0,0,0,3,9,10,0,3,5,8
g44026,7,0,0,0,7,0,0,0,0,3,8
g44027,38,59,45,21,57,53,65,34,34,43,58
g44028,141,147,125,106,141,196,235,152,138,177,160
g44034,0,0,14,0,26,0,0,0,19,0,0
g44035,6,2,5,8,6,5,10,4,3,9,7
g44039,0,0,0,0,0,0,0,0,0,0,0
g44040,65,116,132,79,133,140,161,98,58,94,186
g44036,174,217,240,170,283,254,266,181,183,256,302
g44037,106,153,206,136,153,162,230,125,100,112,246
g44038,21,47,42,20,48,37,47,20,22,30,51
g44046,29,336,13,59,6,67,104,2,35,79,2
g44042,21,10,20,11,20,14,24,16,14,15,27
g44043,56,73,56,45,124,59,95,51,33,47,82
g44045,0,0,0,0,0,0,0,0,0,0,0
g44041,8,13,0,8,12,0,13,10,0,10,0
g44044,125,105,98,93,147,151,214,97,126,109,151
g44050,8,0,1,3,9,14,7,5,10,19,15
g44049,145,32,253,57,89,61,126,65,122,60,112
g44054,3,2,1,2,0,0,0,0,0,0,0
g44053,0,0,0,0,0,0,0,0,0,3,0
g44051,10,0,0,0,7,7,12,0,19,5,11
g44052,13,4,1,7,10,8,10,4,3,9,10
g44055,23,0,22,16,29,22,20,15,9,7,21
g44056,6,0,0,0,5,0,14,10,10,0,9
g44058,0,17,13,7,12,6,16,9,0,5,16
g44057,48,76,49,43,62,67,65,28,41,64,77
g44061,0,0,0,0,3,0,0,0,2,0,0
g44059,95,38,96,85,108,75,101,62,72,74,132
g44060,17,13,12,24,24,8,20,11,13,7,21
g44062,0,26,0,0,0,0,0,11,0,0,33
g44065,192,182,291,210,351,223,328,224,155,167,328
g44066,73,81,102,59,82,81,100,54,83,76,102
g44067,18,16,19,7,12,21,15,11,12,22,0
g44068,8,11,8,4,6,11,7,4,3,4,15
g44069,12,11,10,5,16,16,12,11,24,14,15
g44070,17,35,31,11,33,33,40,34,26,27,36
g44071,21,30,19,12,12,28,35,13,16,22,21
g44072,21,21,23,16,18,0,19,12,0,19,19
g44073,0,3,4,0,0,2,3,0,9,3,4
g44074,0,0,0,0,2,2,0,0,0,0,0
g44075,0,0,0,0,0,0,0,0,0,0,0
g44076,3782,3565,4545,3872,4917,4060,5476,3106,4771,4207,5061
g44078,474,403,578,249,414,518,627,433,386,439,551
g44080,15,12,20,3,13,18,22,9,7,12,5
g44081,0,0,0,0,0,0,0,0,0,0,0
g44084,2,0,5,0,0,0,7,4,0,0,0
g44082,32,9,12,13,16,22,73,32,8,14,52
g44083,1,0,0,0,2,0,2,0,2,2,1
g44092,8,0,9,36,25,22,14,4,40,27,57
g44095,9,0,7,3,13,9,20,0,9,15,12
g44096,10,13,0,0,7,13,11,0,0,8,9
g44093,330,20,142,256,208,197,157,197,322,111,252
g44094,326,15,128,234,220,189,168,145,315,158,265
g44102,0,0,0,0,0,0,0,0,0,0,0
g44101,17,23,23,17,14,24,31,15,8,33,22
g44104,0,0,0,0,10,0,10,0,0,0,0
g44103,19,24,24,25,17,23,39,23,23,21,23
g44098,0,0,6,0,0,0,0,0,0,0,0
g44099,0,0,0,0,0,0,0,0,0,0,0
g44100,6,11,9,9,12,6,12,7,0,7,7
g44097,186,141,175,99,197,194,270,129,147,190,214
g44109,0,25,12,0,0,0,0,0,6,9,0
g44108,5,12,0,0,0,0,0,0,8,0,0
g44117,4,6,10,0,7,19,0,0,0,0,0
g44113,5,4,7,6,6,9,6,0,6,0,8
g44114,29,46,41,27,36,25,46,28,22,25,44
g44122,1,0,0,0,0,0,0,0,0,0,0
g44125,3,3,0,0,0,0,0,0,0,0,0
g44126,0,0,0,3,0,0,0,0,0,0,0
g44105,35,9,37,11,26,18,48,18,26,24,25
g44106,92,283,167,30,50,96,42,21,102,61,43
g44107,230,585,368,62,134,200,108,86,193,99,92
g44132,0,0,0,0,4,7,0,0,0,0,0
g44133,0,0,0,0,0,3,8,0,2,3,0
g44136,0,0,0,0,0,0,4,0,1,4,0
g44129,245,216,276,213,256,232,282,157,200,237,247
g44130,96,156,138,93,137,116,132,66,102,97,95
g44138,21,13,36,29,56,50,41,28,34,33,38
g44139,6,0,1,4,6,0,7,3,0,2,11
g44152,0,0,0,0,0,1,0,0,0,0,0
g44151,1,1,2,1,1,2,2,1,1,2,1
g44165,6,6,0,1,3,0,0,0,0,7,2
g44140,39,54,73,52,77,50,62,28,32,36,58
g44171,50,32,40,23,66,37,69,35,26,39,60
g44185,3,0,0,0,0,6,0,6,0,7,0
g44187,0,0,0,0,0,0,0,0,0,0,0
g44188,0,0,0,0,0,0,0,0,0,0,0
g44189,0,0,0,0,0,0,0,0,0,0,0
g44191,0,0,0,0,0,0,0,0,0,0,0
g44190,7,8,14,0,22,0,16,13,7,14,10
g44192,0,2,0,0,3,2,3,0,0,0,0
g44186,129,80,151,58,131,138,190,101,74,92,129
g44203,2,0,0,0,0,0,0,0,2,0,0
g44195,0,0,0,0,0,0,0,0,0,0,0
g44196,7,11,6,0,9,7,5,2,4,4,5
g44193,8,14,14,16,18,12,36,0,14,6,25
g44194,44,22,27,18,55,48,28,24,34,27,53
g44224,8,16,30,8,9,0,14,13,0,14,12
g44223,33,0,49,7,17,40,27,11,30,33,24
g44227,0,0,0,0,0,0,0,0,0,0,0
g44226,29,59,73,28,28,54,46,13,40,52,42
g44225,23,41,61,14,21,34,39,19,28,31,28
g44234,5,9,0,14,12,9,9,0,5,6,16
g44228,28,0,0,13,25,17,43,20,6,0,15
g44230,0,0,0,0,0,0,0,0,0,0,0
g44231,0,0,0,0,0,0,0,0,0,0,0
g44232,0,0,0,0,0,0,0,0,0,0,0
g44229,60,0,0,15,28,9,43,45,12,3,41
g44233,22,18,48,35,52,48,52,32,28,30,58
g44240,1,0,0,0,0,0,0,0,0,0,0
g44237,36,23,44,24,33,43,54,36,49,38,66
g44238,0,0,0,0,0,0,0,0,0,0,0
g44241,8,6,5,4,9,9,5,0,7,13,5
g44244,0,0,0,6,0,0,7,0,0,6,9
g44246,0,0,0,6,5,10,0,0,0,0,6
g44243,19,20,36,22,17,21,39,19,17,23,29
g44242,9,5,4,11,14,8,18,11,4,9,7
g44245,7,17,15,12,26,18,16,10,15,16,21
g44248,4,6,6,4,5,3,0,6,0,7,13
g44247,52,54,63,59,107,41,60,54,61,71,51
g44249,17,0,4,28,13,18,10,2,14,10,26
g44255,1,0,2,0,0,0,0,0,0,0,3
g44253,3,0,0,0,0,0,9,0,0,4,0
g44254,0,0,0,0,0,0,4,0,4,0,0
g44252,22,31,22,57,72,14,66,26,47,26,51
g44260,7,0,7,38,26,29,18,0,35,32,88
g44279,0,0,29,13,13,0,13,15,9,10,27
g44280,0,0,15,11,5,7,0,18,8,6,41
g44287,2,0,14,7,43,24,20,10,19,26,48
g44288,2,0,3,0,0,3,5,5,6,1,4
g44290,0,53,56,67,38,10,22,11,53,19,17
g44289,30,30,51,74,123,65,91,60,81,41,123
g44296,2,0,5,0,6,2,3,0,2,5,15
g44294,0,0,0,0,0,0,0,0,0,0,0
g44295,13,31,35,16,20,23,39,29,23,51,38
g44291,45,63,69,39,108,88,116,80,53,60,88
g44292,47,45,35,44,50,52,71,45,43,51,77
g44302,0,2,0,0,0,0,0,0,0,0,0
g44303,0,0,0,0,0,0,0,0,0,0,0
g44304,0,0,0,0,0,0,0,0,0,0,0
g44305,0,0,0,0,0,0,0,0,0,0,0
g44306,0,0,0,0,0,0,0,0,0,0,0
g44307,0,42,0,0,25,27,18,20,14,0,0
g44301,1199,3459,2036,1036,1710,1370,1538,595,1328,1240,748
g44308,27,107,68,36,37,56,43,21,35,30,26
g44318,0,0,0,0,0,0,0,0,0,0,0
g44309,0,0,0,0,0,0,0,0,0,0,0
g44311,0,0,0,0,0,0,0,0,0,0,1
g44312,0,0,0,0,0,0,0,0,0,0,0
g44315,89,186,193,83,150,124,152,76,87,112,115
g44316,35,39,40,41,53,29,42,20,0,0,38
g44317,0,0,0,4,0,0,6,0,0,0,0
g44310,41,38,36,31,46,57,64,52,48,24,41
g44313,16,20,19,21,30,17,38,15,12,9,13
g44314,18,24,45,18,39,36,48,18,19,30,54
g44319,90,99,116,98,95,97,180,51,70,70,86
g44322,0,0,0,0,0,0,0,0,0,0,0
g44320,67,81,69,52,89,72,102,40,66,50,46
g44321,131,138,187,148,154,187,275,141,176,128,144
g44324,0,0,0,0,0,0,0,0,0,7,0
g44323,83,66,114,64,115,100,128,78,65,64,115
g44325,10,19,11,7,14,11,19,11,10,16,15
g44326,0,9,6,8,0,7,11,0,11,11,16
g44328,0,0,0,0,0,0,0,0,0,0,0
g44329,0,0,0,0,0,0,0,0,0,0,0
g44330,0,0,0,0,0,0,0,0,0,0,0
g44327,19,24,20,13,30,24,35,10,0,13,36
g44331,0,0,0,0,0,0,0,0,0,0,0
g44332,0,0,0,10,3,6,4,0,6,0,4
g44333,0,0,0,0,0,0,0,0,0,0,0
g44335,0,0,0,0,0,0,0,0,0,0,0
g44334,7,10,8,4,8,11,24,6,0,11,18
g44338,39,16,26,15,37,32,61,23,13,23,42
g44347,0,4,0,0,0,0,0,0,0,0,0
g44339,0,0,0,0,0,0,0,0,0,0,0
g44340,15,17,35,10,0,0,44,22,0,17,24
g44342,0,0,0,0,0,0,0,0,0,0,0
g44343,4,7,18,0,5,14,21,6,8,10,23
g44344,10,12,6,5,5,18,15,9,6,5,17
g44349,0,0,0,0,0,0,0,0,0,0,0
g44350,26,53,45,31,37,51,51,17,25,12,77
g44351,45,77,51,49,55,42,73,31,30,27,72
g44348,46,79,82,51,67,75,79,47,33,27,82
g44352,332,402,443,328,583,435,630,284,284,319,544
g44356,242,305,321,275,353,370,410,243,373,334,469
g44370,0,0,0,0,0,0,0,0,0,0,0
g44374,0,0,5,0,5,0,0,0,0,0,0
g44375,3,4,5,4,0,9,10,1,4,5,0
g44377,0,0,0,0,0,3,0,0,0,0,0
g44384,0,0,0,0,0,0,0,0,0,0,0
g44386,3,2,1,7,10,2,8,6,6,5,3
g44357,36,11,36,22,40,47,72,28,28,43,57
g44358,39,13,21,23,48,30,43,31,20,28,26
g44359,15,4,31,19,30,25,38,27,39,17,42
g44389,3,0,0,0,0,0,4,0,0,0,0
g44388,40,17,53,59,109,48,80,92,65,20,68
g44396,16,28,32,16,35,26,46,11,5,33,25
g44395,59,50,72,47,66,63,94,39,34,67,92
g44394,58,42,62,28,59,45,88,42,42,73,80
g44404,499,495,674,443,681,553,676,467,532,493,716
g44397,811,671,854,835,1303,1177,1273,837,692,771,1163
g44398,0,0,0,0,2,0,0,0,0,0,0
g44402,11,14,16,7,28,22,21,9,8,0,30
g44399,68,54,60,62,117,91,106,67,41,29,99
g44400,13,11,21,6,27,13,28,19,9,12,23
g44401,164,183,228,151,276,159,251,118,101,87,270
g44403,18,19,33,15,49,23,32,19,11,16,42
g44407,2,0,0,0,0,0,0,0,0,0,0
g44408,39,25,38,35,26,49,69,43,38,41,33
g44405,506,687,758,432,689,700,818,442,415,549,678
g44409,42,16,39,45,72,49,97,85,52,37,99
g44416,7,0,5,6,14,0,12,0,0,0,11
g44423,2,0,0,0,0,0,0,0,0,0,0
g44421,0,0,0,0,2,0,2,0,3,0,2
g44422,0,0,0,0,0,0,0,0,0,0,0
g44420,2,0,1,0,1,2,0,0,1,1,0
g44417,64,29,81,41,76,63,149,56,42,37,130
g44429,0,0,0,0,0,0,0,0,0,0,0
g44430,0,0,0,0,0,0,0,0,0,0,0
g44431,0,0,0,0,0,0,0,0,0,0,0
g44425,28,29,26,0,20,29,20,7,12,19,15
g44426,25,9,26,0,16,24,58,18,33,37,42
g44433,0,12,10,0,0,0,0,7,0,5,5
g44432,137,68,109,140,106,108,144,79,65,88,120
g44435,3,0,3,5,2,1,4,4,2,4,4
g44434,85,302,81,216,890,72,71,43,115,78,338
g44436,32,53,70,22,63,56,56,37,56,49,60
g44437,0,0,0,0,0,0,0,0,0,0,0
g44438,192,156,183,162,196,182,182,106,220,185,241
g44439,376,107,334,430,838,540,500,647,385,294,599
g44440,0,0,0,0,0,0,0,0,0,0,0
g44441,0,0,0,0,0,0,0,0,0,0,0
g44442,237,166,246,236,333,227,384,175,132,234,330
g44443,0,113,114,56,75,0,88,40,67,0,0
g44444,102,132,125,86,118,100,108,75,78,110,120
g44446,42,149,35,27,37,31,80,26,25,36,25
g44449,1,0,0,0,0,0,0,0,0,0,0
g44450,34,58,65,26,64,51,59,40,41,21,34
g44451,37,73,65,39,62,67,88,35,33,57,72
g44454,0,0,0,0,0,0,0,0,0,0,0
g44452,7,5,2,2,2,4,5,2,8,8,4
g44453,4,3,4,8,6,0,9,6,1,2,2
g44455,125,92,134,118,184,112,165,87,71,51,165
g44457,49,36,66,39,57,30,78,31,16,17,73
g44458,12,8,7,5,7,10,0,0,0,4,14
g44459,42,23,61,32,46,46,70,44,49,39,66
g44460,156,256,231,155,243,214,319,147,199,182,196
g44461,141,81,144,82,181,141,162,100,104,108,189
g44462,197,613,532,287,320,404,304,162,240,321,378
g44463,88,26,152,53,67,115,163,101,119,77,113
g44464,18,15,37,9,11,21,27,9,0,10,19
g44466,22,13,14,5,12,20,34,11,14,21,27
g44467,16,8,23,13,21,15,26,13,29,17,33
g44471,94,100,117,56,100,97,130,71,61,76,119
g44475,20,27,26,0,34,20,35,20,18,40,41
g44470,82,105,140,68,141,147,179,82,109,93,197
g44472,47,40,56,24,39,62,78,36,37,43,62
g44473,3,1,4,2,4,4,5,6,5,8,9
g44474,40,47,44,23,50,43,60,29,35,35,50
g44476,5,0,5,0,0,0,3,0,0,4,0
g44477,57,23,43,18,46,38,51,0,23,15,47
g44478,35,31,40,32,59,53,64,61,17,53,65
g44479,60,16,28,36,57,57,56,44,28,50,44
g44480,15,9,20,12,8,18,29,11,19,10,19
g44482,0,0,0,0,0,0,0,0,0,0,53
g44483,0,0,0,0,90,0,0,0,0,49,90
g44484,108,141,138,128,212,141,194,110,99,101,181
g44485,129,180,154,153,180,162,203,122,192,158,230
g44486,42,43,61,29,47,44,66,33,43,56,49
g44488,41,51,69,26,68,42,57,33,11,23,54
g44487,770,589,464,598,672,948,1478,800,700,901,908
g44500,2,2,0,0,0,0,0,0,0,0,2
g44497,3,4,0,4,4,4,9,6,3,4,9
g44498,0,0,0,0,0,0,0,0,0,0,0
g44501,0,0,0,0,0,0,4,0,0,0,0
g44502,3,0,0,0,0,0,0,0,3,0,0
g44503,0,0,0,0,0,0,0,0,0,0,0
g44504,0,0,0,0,0,0,0,0,0,0,0
g44505,18,1,0,0,10,6,16,12,4,4,4
g44506,0,0,0,0,0,0,0,0,0,0,0
g44508,0,0,0,0,0,0,0,0,0,0,0
g44509,41,29,64,28,65,47,47,26,37,43,67
g44489,0,0,0,0,0,0,0,0,0,0,0
g44490,0,0,0,0,0,0,0,0,0,0,0
g44491,230,222,298,256,392,293,416,216,218,254,360
g44492,58,103,64,30,43,59,51,40,53,51,57
g44511,8,8,11,0,8,10,16,0,7,6,13
g44510,97,43,88,79,144,110,131,73,97,98,99
g44512,32,51,33,37,67,51,57,21,10,33,50
g44513,0,0,0,0,0,0,0,0,0,0,0
g44514,0,0,0,0,0,0,0,0,0,0,0
g44520,0,0,0,0,0,0,0,0,0,0,0
g44519,5,9,8,0,9,3,11,0,0,0,7
g44523,5,3,0,6,9,4,6,7,7,9,17
g44525,4,3,0,3,3,12,9,4,4,5,8
g44531,0,0,0,0,0,0,0,0,0,0,0
g44521,43,27,33,37,31,31,57,43,28,34,56
g44522,41,30,45,22,26,50,80,33,30,38,59
g44526,35,29,36,22,51,50,81,26,37,18,74
g44532,0,6,0,0,4,0,3,0,0,0,0
g44515,26,48,43,32,52,30,63,24,12,35,69
g44518,68,108,54,75,96,66,119,65,57,64,123
g44516,16,14,16,19,14,16,30,16,17,21,21
g44517,182,124,116,94,163,152,252,122,108,128,159
g44533,0,0,0,0,0,0,0,0,0,0,0
g44536,1,0,0,0,0,0,0,0,0,0,0
g44544,0,0,0,0,0,0,0,0,0,0,0
g44557,0,5,5,0,6,0,0,0,0,0,0
g44556,3,7,6,0,4,0,6,1,2,4,0
g44558,4,7,13,3,8,5,16,7,5,8,11
g44559,11,0,9,0,7,7,18,6,3,0,16
g44561,0,0,0,0,0,0,0,0,0,0,0
g44563,0,0,0,0,0,0,0,0,0,0,0
g44560,17,18,26,25,30,31,50,18,22,22,34
g44562,8,19,13,14,27,16,28,11,9,12,13
g44554,1559,1061,1507,1502,2037,1567,2123,1366,1280,1347,2010
g44565,2,9,3,2,4,0,3,2,7,11,0
g44571,0,0,0,0,0,0,0,0,0,0,0
g44564,180,142,156,180,261,164,349,162,151,152,230
g44572,14,14,14,12,26,17,27,14,22,10,28
g44575,4,3,11,4,7,16,13,7,2,7,5
g44577,0,3,8,3,5,0,0,4,0,0,0
g44578,10,0,12,9,0,12,12,16,0,5,17
g44580,13,13,46,16,28,30,55,34,25,30,51
g44581,3,2,0,0,1,3,0,0,3,0,4
g44585,3,17,9,154,124,9,9,13,42,3,16
g44586,39,49,102,427,597,54,57,117,217,45,258
g44573,499,799,923,646,792,745,651,318,522,585,758
g44587,17,11,32,74,103,22,41,32,25,25,69
g44590,4,3,6,6,6,8,11,7,3,15,8
g44592,0,4,0,0,0,0,0,0,0,0,0
g44589,72,84,64,49,78,72,117,32,46,65,85
g44596,0,12,26,0,24,21,6,8,10,0,18
g44598,7,31,22,17,20,10,24,12,0,13,28
g44594,25,29,25,18,35,28,16,4,8,18,26
g44593,70,123,146,71,97,102,94,92,62,65,139
g44595,40,82,53,51,67,63,81,37,56,37,82
g44599,108,160,175,116,184,168,168,87,108,152,211
g44600,25,6,31,16,31,28,28,20,15,17,30
g44622,2,1,0,1,1,1,2,0,1,2,1
g44609,8,13,13,11,11,5,19,8,7,14,5
g44629,20,15,18,16,0,11,28,0,11,13,21
g44630,26,34,25,23,27,39,43,14,28,34,42
g44631,0,0,0,0,0,11,5,0,0,7,0
g44632,0,0,0,0,2,0,0,0,0,0,0
g44634,9,13,12,0,0,13,16,7,8,22,7
g44638,14,14,21,12,35,0,29,0,21,20,27
g44637,48,43,60,24,48,45,87,54,47,54,56
g44640,0,0,0,0,0,0,0,0,0,0,0
g44639,14,0,0,20,0,28,21,0,18,0,26
g44643,5,6,11,0,16,9,19,8,3,17,14
g44644,10,5,11,6,4,10,10,11,0,6,12
g44641,102,111,96,68,139,87,153,76,93,60,129
g44642,50,48,59,34,37,56,69,50,59,59,70
g44645,95,41,80,40,70,94,137,72,48,76,129
g44646,0,0,0,20,22,0,33,0,0,0,0
g44647,178,250,235,203,309,178,294,106,165,144,246
g44648,240,334,245,299,346,326,371,192,247,296,342
g44650,31,24,41,16,52,23,44,27,32,31,48
g44649,170,123,111,94,197,167,236,104,129,154,201
g44664,2,0,0,0,0,0,0,0,0,0,0
g44662,0,0,0,0,0,0,0,0,0,0,0
g44663,7,48,26,15,19,12,23,10,9,0,15
g44651,66,38,71,45,60,62,65,48,30,45,63
g44653,0,0,0,0,0,0,0,0,0,0,0
g44654,0,0,0,0,0,0,0,0,0,0,0
g44655,0,0,0,0,0,0,0,0,0,0,0
g44656,0,0,0,0,0,0,0,0,0,0,0
g44657,0,0,0,0,0,0,0,0,0,0,0
g44658,0,0,0,0,0,0,0,0,0,0,0
g44659,0,0,0,0,0,0,0,0,0,0,0
g44660,0,0,0,0,0,0,0,0,0,0,0
g44652,17,38,24,14,26,22,39,13,19,24,31
g44661,18,78,29,48,33,23,45,18,14,21,23
g44666,239,247,325,217,258,268,327,229,253,200,292
g44679,1,0,0,0,0,0,2,0,0,0,0
g44677,0,0,0,0,0,0,0,0,0,0,0
g44678,22,24,26,16,33,22,44,30,28,28,48
g44682,95,72,129,76,145,156,195,119,93,100,153
g44674,19,25,29,12,28,25,38,19,24,14,31
g44675,53,52,39,25,73,43,96,37,20,34,59
g44676,183,161,157,163,268,220,253,130,139,164,235
g44684,0,10,30,13,8,6,0,9,12,7,17
g44683,52,67,107,78,111,59,77,36,63,73,89
g44688,102,155,116,95,117,102,148,74,101,107,146
g44685,472,527,779,543,727,515,666,389,557,512,740
g44686,230,263,295,261,296,269,363,264,247,196,347
g44690,0,0,0,0,0,0,0,0,0,0,0
g44691,0,37,73,50,66,0,68,0,0,54,71
g44692,289,299,436,250,371,390,396,341,285,290,519
g44689,254,182,387,273,343,335,326,269,234,227,373
g44693,124,150,216,103,176,176,166,111,157,120,165
g44695,11,35,22,13,32,28,28,15,16,21,24
g44696,17,17,11,11,24,16,31,6,7,13,26
g44697,24,44,40,27,39,38,58,31,25,20,38
g44703,0,0,0,0,0,0,0,0,0,0,0
g44698,0,55,41,0,48,0,0,0,0,0,0
g44699,265,341,347,282,358,288,441,227,262,294,376
g44707,0,8,0,0,5,0,9,6,8,0,0
g44708,3,3,0,0,0,0,3,0,3,0,0
g44704,25,41,52,23,42,47,69,46,37,30,50
g44705,31,35,31,15,30,17,37,13,36,16,23
g44712,0,0,0,0,0,0,0,0,0,0,0
g44713,0,0,0,12,0,11,8,7,10,9,13
g44716,0,0,0,0,0,0,0,0,0,0,0
g44717,25,17,29,10,18,29,31,18,12,20,37
g44720,40,22,28,27,35,45,67,36,32,38,59
g44723,3,2,4,0,1,3,6,7,0,4,1
g44725,0,0,8,0,0,20,22,0,0,10,13
g44726,8,6,5,5,0,5,6,0,10,5,10
g44728,11,11,39,13,9,47,46,33,15,51,36
g44727,18,23,15,6,9,44,52,23,21,39,47
g44730,0,0,0,0,0,1,0,0,3,0,0
g44731,13,5,12,9,4,11,12,8,8,8,6
g44732,160,105,181,49,48,122,268,147,89,139,166
g44735,0,0,5,0,0,0,0,0,7,0,0
g44736,39,13,32,5,18,10,18,8,9,9,21
g44738,150,145,259,114,232,169,248,163,146,221,249
g44739,405,481,539,363,440,497,668,329,584,509,616
g44740,0,0,0,0,0,0,0,0,0,0,0
g44744,25,20,27,25,49,14,46,39,33,47,38
g44741,74,184,99,96,149,126,119,57,68,173,163
g44742,21,83,27,21,55,21,34,9,16,41,35
g44743,41,144,57,46,77,43,62,27,17,55,85
g44746,0,11,8,4,7,13,23,9,9,13,9
g44747,0,5,4,1,6,8,13,9,5,7,0
g44748,12,10,9,0,13,11,17,10,10,7,17
g44749,14,8,0,8,13,15,26,11,6,4,16
g44745,119,165,154,87,160,124,244,128,158,174,172
g44758,0,0,0,0,0,2,0,0,0,0,0
g44759,0,0,0,0,0,0,0,0,0,0,0
g44760,8,22,20,26,27,12,23,16,10,16,40
g44763,13,2,0,0,2,3,10,2,3,5,8
g44764,0,5,0,9,4,6,17,0,5,8,8
g44765,2,0,0,0,0,0,0,0,0,1,0
g44750,6,11,10,8,11,14,18,0,9,0,12
g44753,0,0,0,0,0,0,0,0,0,0,0
g44754,7,5,0,7,9,6,6,3,0,5,7
g44755,64,26,35,47,70,63,71,68,50,49,64
g44757,282,304,319,247,411,440,514,244,211,363,496
g44751,11,14,17,0,10,14,15,16,10,0,20
g44752,12,7,14,11,8,22,20,12,7,15,17
g44756,63,33,49,37,68,59,84,53,51,62,79
g44769,20,49,18,0,31,24,22,17,12,22,15
g44767,0,0,2,0,0,0,0,0,0,2,0
g44768,62,140,69,105,101,63,152,48,71,107,92
g44766,99,230,134,143,109,134,195,73,156,95,128
g44778,17,23,29,13,27,14,25,9,12,11,24
g44779,0,7,6,4,0,2,0,4,0,0,0
g44781,0,0,0,0,0,0,1,0,0,0,2
g44780,52,48,57,34,50,59,56,35,32,66,47
g44776,17,19,18,6,18,0,31,0,0,0,24
g44777,0,20,25,18,0,0,0,18,0,0,14
g44772,2,0,0,0,0,0,1,3,0,2,0
g44773,80,57,52,57,89,59,145,39,67,44,66
g44774,25,17,12,9,22,22,30,15,21,20,26
g44775,2,4,4,0,2,4,4,3,3,4,11
g44783,13,69,10,39,15,9,21,0,6,12,6
g44784,7,7,11,19,15,0,10,11,0,0,0
g44786,8,12,9,11,11,5,6,4,10,0,6
g44785,26,46,28,68,48,30,33,19,41,30,41
g44788,10,25,34,10,29,19,23,28,5,16,27
g44789,0,3,1,0,4,8,0,0,0,5,4
g44790,33,44,22,32,56,44,37,28,31,46,56
g44791,450,603,768,457,673,459,656,385,468,410,629
g44794,24,34,32,12,40,20,25,38,19,33,37
g44795,5,11,8,0,7,0,14,4,5,6,13
g44793,547,647,798,558,872,613,730,564,538,626,827
g44797,10,19,7,19,31,20,24,6,19,36,19
g44796,133,76,64,159,152,174,182,114,105,115,142
g44799,2,0,0,0,3,2,3,0,0,3,0
g44798,0,14,0,16,10,13,14,5,7,12,19
g44801,15,27,15,32,45,25,46,16,21,44,39
g44803,7,0,0,6,9,0,3,0,6,0,11
g44804,120,186,180,156,188,137,150,107,109,124,142
g44805,26,13,23,12,33,14,23,15,12,6,33
g44806,52,60,52,56,89,60,107,36,42,38,50
g44809,1,4,1,2,2,1,5,0,4,0,10
g44808,0,0,0,0,0,0,0,0,0,0,0
g44810,1,0,0,1,2,0,2,1,0,0,3
g44807,64,3,9,131,27,42,37,32,129,39,169
g44814,0,0,3,0,0,0,0,0,0,5,0
g44811,41,43,60,42,62,79,75,49,46,76,93
g44817,112,188,175,130,277,144,222,84,109,125,201
g44832,0,0,0,0,0,2,0,0,0,3,0
g44833,0,0,1,0,0,0,2,0,0,0,0
g44835,0,0,0,0,0,0,0,0,0,0,0
g44830,2,0,1,1,0,2,0,0,0,1,0
g44842,2,7,0,3,0,0,0,0,0,0,4
g44860,1,0,0,0,1,0,2,2,0,0,0
g44859,8,0,1,3,0,6,5,6,3,0,7
g44818,186,186,241,120,201,206,236,120,131,148,273
g44819,11,20,13,5,12,23,16,7,12,15,26
g44820,11,9,14,6,10,11,13,8,25,17,9
g44863,0,8,0,0,6,0,6,8,0,0,8
g44864,0,0,0,0,0,0,0,0,0,0,0
g44865,4,0,0,0,0,0,0,0,0,0,0
g44866,0,0,3,0,0,0,0,0,0,0,0
g44873,0,0,0,0,0,0,0,0,0,0,0
g44876,0,6,0,0,0,0,0,0,0,0,0
g44877,5,2,0,4,0,0,5,3,0,0,0
g44867,23,9,21,17,28,9,22,17,6,13,27
g44869,0,0,0,0,0,0,0,0,0,0,0
g44870,0,3,0,0,0,0,0,0,0,0,0
g44871,0,0,0,0,0,0,0,0,0,0,0
g44868,22,17,27,18,37,34,41,30,11,28,26
g44879,0,0,1,0,0,4,0,0,0,0,0
g44880,17,17,8,33,28,35,29,28,19,30,20
g44881,0,0,0,3,0,0,0,0,0,0,0
g44882,36,35,37,55,104,80,57,59,54,51,80
g44883,237,133,167,264,412,340,263,283,266,217,301
g44884,44,35,57,56,114,79,90,76,68,70,85
g44889,0,1,0,0,0,0,1,0,0,0,0
g44888,20,17,23,9,19,27,38,11,27,22,35
g44890,30,29,34,25,22,37,55,17,25,38,49
g44891,264,344,428,343,484,349,492,293,251,310,478
g44893,1229,1254,1660,1241,1956,1604,2098,1079,1263,1533,1888
g44894,0,7,5,0,9,0,0,11,0,8,9
g44895,21,44,43,20,51,43,48,31,18,17,51
g44896,0,0,0,0,0,0,0,0,0,0,0
g44897,177,104,144,146,255,200,296,110,106,147,226
g44898,33,31,29,33,56,47,81,35,40,47,63
g44899,122,179,184,141,178,168,207,149,131,159,212
g44900,175,257,289,209,313,285,315,201,192,261,381
g44901,113,272,279,185,285,162,265,169,163,180,256
g44902,29,59,33,23,42,33,47,26,36,21,42
g44903,78,109,105,119,189,131,190,83,91,97,172
g44904,106,151,135,122,214,179,265,155,135,141,227
